Province_State,Country_Region,Date,Month,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,08-15-2020,August,2020-08-16 04:30:18,32.3182,-86.9023,107580,1896,41523.0,64161.0,1.0,2194.084049449491,837017.0,12607.0,1.762409369771333,84000001,USA,17070.88351755033,11.71872095184978
Alaska,US,08-15-2020,August,2020-08-16 04:30:18,61.3707,-152.4044,4156,28,1384.0,2744.0,2.0,568.1126929990636,296677.0,,0.6737247353224254,84000002,USA,40554.85308490934,
American Samoa,US,08-15-2020,August,2020-08-16 04:30:18,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,08-15-2020,August,2020-08-16 04:30:18,33.7298,-111.4312,192654,4492,27339.0,160823.0,4.0,2646.812618212798,1077191.0,20795.0,2.331641180562044,84000004,USA,14799.18782389809,10.79396223281116
Arkansas,US,08-15-2020,August,2020-08-16 04:30:18,34.9697,-92.3731,51992,600,44905.0,6487.0,5.0,1722.842172652697,588260.0,3562.0,1.154023695953224,84000005,USA,19492.98231429212,6.851054008308972
California,US,08-15-2020,August,2020-08-16 04:30:18,36.1162,-119.6816,617994,11218,,606776.0,6.0,1564.057785359229,9681111.0,,1.815227979559672,84000006,USA,24501.55993501049,
Colorado,US,08-15-2020,August,2020-08-16 04:30:18,39.0598,-105.3111,52819,1896,5660.0,45263.0,8.0,917.1978017398262,848795.0,6718.0,3.589617372536398,84000008,USA,14739.25875400435,12.71890796872338
Connecticut,US,08-15-2020,August,2020-08-16 04:30:18,41.5978,-72.7554,50897,4453,8809.0,37635.0,9.0,1427.570908036296,937690.0,11015.0,8.749042183232802,84000009,USA,26300.54747345726,21.64174705778337
Delaware,US,08-15-2020,August,2020-08-16 04:30:18,39.3185,-75.5071,16396,593,8649.0,7154.0,10.0,1683.775534934543,208761.0,,3.616735789216881,84000010,USA,21438.56211566663,
Diamond Princess,US,08-15-2020,August,2020-08-16 04:30:18,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,08-15-2020,August,2020-08-16 04:30:18,38.8974,-77.0268,13159,597,10452.0,2110.0,11.0,1864.543910087014,239216.0,,4.536818907211794,84000011,USA,33895.33672736341,
Florida,US,08-15-2020,August,2020-08-16 04:30:18,27.7663,-81.6868,569637,9345,,560292.0,12.0,2652.220762364303,4202725.0,34074.0,1.640518435424665,84000012,USA,19567.82039001595,5.981704137898346
Georgia,US,08-15-2020,August,2020-08-16 04:30:18,33.0406,-83.6431,235168,4669,,230499.0,13.0,2214.925410808254,1988066.0,22028.0,1.985389168594366,84000013,USA,18724.56244796878,9.366920669478839
Grand Princess,US,08-15-2020,August,2020-08-16 04:30:18,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,08-15-2020,August,2020-08-16 04:30:18,13.4443,144.7937,502,5,345.0,152.0,66.0,305.6707402468504,27096.0,,0.99601593625498,316,GUM,16498.91310304514,
Hawaii,US,08-15-2020,August,2020-08-16 04:30:18,21.0943,-157.4983,4825,40,1756.0,3029.0,15.0,340.7793924874565,156266.0,277.0,0.8290155440414507,84000015,USA,11036.73213397821,5.740932642487048
Idaho,US,08-15-2020,August,2020-08-16 04:30:18,44.2405,-114.4788,27475,269,10369.0,16837.0,16.0,1537.437082590729,221012.0,1091.0,0.9790718835304822,84000016,USA,12367.31736114803,3.970882620564149
Illinois,US,08-15-2020,August,2020-08-16 04:30:18,40.3495,-88.9861,205851,7937,,197914.0,17.0,1624.478439207751,3331094.0,,3.855701453964275,84000017,USA,26287.41362429284,
Indiana,US,08-15-2020,August,2020-08-16 04:30:18,39.8494,-86.2583,79676,3128,59488.0,17060.0,18.0,1183.502794546642,897615.0,9872.0,3.925899894573022,84000018,USA,13333.12240733702,12.39018022993123
Iowa,US,08-15-2020,August,2020-08-16 04:30:18,42.0115,-93.2105,52065,975,40381.0,10709.0,19.0,1650.201104888323,546074.0,,1.872659176029962,84000019,USA,17307.82518295949,
Kansas,US,08-15-2020,August,2020-08-16 04:30:18,38.5266,-96.7265,33885,406,1399.0,32080.0,20.0,1163.108405067219,343043.0,2020.0,1.198170281835621,84000020,USA,11775.00949090966,5.961339825881659
Kentucky,US,08-15-2020,August,2020-08-16 04:30:18,37.6681,-84.6701,38930,810,9091.0,29029.0,21.0,871.370845628138,711976.0,4193.0,2.080657590547136,84000021,USA,15936.17079853427,10.77061392242486
Louisiana,US,08-15-2020,August,2020-08-16 04:30:18,31.1695,-91.8678,136737,4430,103512.0,28795.0,22.0,2941.343496829501,1637012.0,,3.239796104931365,84000022,USA,35213.6919811891,
Maine,US,08-15-2020,August,2020-08-16 04:30:18,44.6939,-69.3819,4144,127,3616.0,401.0,23.0,308.2847050911612,207354.0,399.0,3.064671814671815,84000023,USA,15425.69178076077,9.62837837837838
Maryland,US,08-15-2020,August,2020-08-16 04:30:18,39.0639,-76.8021,99693,3636,5995.0,90062.0,24.0,1648.995646478146,1127652.0,13556.0,3.64719689446601,84000024,USA,18652.19462492226,13.59774507738758
Massachusetts,US,08-15-2020,August,2020-08-16 04:30:18,42.2302,-71.5301,123199,8826,100486.0,13887.0,25.0,1787.4348404346,1434501.0,12170.0,7.164019188467437,84000025,USA,20812.48278020336,9.87832693447187
Michigan,US,08-15-2020,August,2020-08-16 04:30:18,43.3266,-84.5361,101782,6586,67778.0,27418.0,26.0,1019.159481306281,2291779.0,,6.47069226385805,84000026,USA,22947.95049133076,
Minnesota,US,08-15-2020,August,2020-08-16 04:30:18,45.6945,-93.9002,64413,1705,57457.0,5251.0,27.0,1142.148991281701,984473.0,5822.0,2.646981199447317,84000027,USA,17456.33403030553,9.03854811916849
Mississippi,US,08-15-2020,August,2020-08-16 04:30:18,32.7416,-89.6787,71755,2080,49836.0,19839.0,28.0,2411.001599718294,519765.0,4916.0,2.898752700160268,84000028,USA,17464.34738314513,6.851090516340324
Missouri,US,08-15-2020,August,2020-08-16 04:30:18,38.4561,-92.2884,67004,1378,,65626.0,29.0,1091.727674850117,835441.0,,2.056593636200824,84000029,USA,13612.23300705116,
Montana,US,08-15-2020,August,2020-08-16 04:30:18,46.9219,-110.4544,5659,82,4123.0,1454.0,30.0,529.4832041827208,200936.0,324.0,1.449019261353596,84000030,USA,18800.5366876938,5.725393179006892
Nebraska,US,08-15-2020,August,2020-08-16 04:30:18,41.1254,-98.2681,30241,361,22004.0,7876.0,31.0,1563.320664513381,317683.0,1880.0,1.193743593135148,84000031,USA,16422.7505262592,6.216725637379716
Nevada,US,08-15-2020,August,2020-08-16 04:30:18,38.3135,-117.0554,60608,1069,1423.0,58116.0,32.0,1967.692545442504,542850.0,,1.763793558606125,84000032,USA,17624.10735040693,
New Hampshire,US,08-15-2020,August,2020-08-16 04:30:18,43.4525,-71.5639,6980,423,6264.0,293.0,33.0,513.3443797983542,183377.0,706.0,6.060171919770774,84000033,USA,13486.46881579983,10.11461318051576
New Jersey,US,08-15-2020,August,2020-08-16 04:30:18,40.2989,-74.521,187442,15910,33264.0,138268.0,34.0,2110.312884547617,2461383.0,22197.0,8.487958941966047,84000034,USA,27711.44278606965,11.84206314486615
New Mexico,US,08-15-2020,August,2020-08-16 04:30:18,34.8405,-106.2485,23302,711,10182.0,12409.0,35.0,1111.297106249484,659042.0,2946.0,3.051240236889537,84000035,USA,31430.41230353072,12.64269161445369
New York,US,08-15-2020,August,2020-08-16 04:30:18,42.1657,-74.9481,424901,32833,74081.0,317987.0,36.0,2184.181086434509,6990504.0,89995.0,7.727211750501883,84000036,USA,35934.31557338011,21.18022786484381
North Carolina,US,08-15-2020,August,2020-08-16 04:30:18,35.6301,-79.8064,143704,2343,116969.0,24392.0,37.0,1370.164464739222,1903401.0,,1.630434782608696,84000037,USA,18148.22421330722,
North Dakota,US,08-15-2020,August,2020-08-16 04:30:18,47.5289,-99.78399999999999,8444,121,7161.0,1162.0,38.0,1108.046326939278,178145.0,457.0,1.432970156324017,84000038,USA,23376.7068821172,5.412126954050213
Northern Mariana Islands,US,08-15-2020,August,2020-08-16 04:30:18,15.0979,145.6739,50,2,29.0,19.0,69.0,90.67169592340055,12302.0,4.0,4.0,580,MNP,22308.86406499347,8.0
Ohio,US,08-15-2020,August,2020-08-16 04:30:18,40.3888,-82.7649,107674,3824,86018.0,17832.0,39.0,921.14876252235,1802350.0,12210.0,3.551460891208648,84000039,USA,15419.06562524061,11.33978490629121
Oklahoma,US,08-15-2020,August,2020-08-16 04:30:18,35.5653,-96.9289,47798,657,39907.0,7234.0,40.0,1207.944157285965,754417.0,3998.0,1.374534499351437,84000040,USA,19065.51753854148,8.36436670990418
Oregon,US,08-15-2020,August,2020-08-16 04:30:18,44.572,-122.0709,23018,386,4355.0,18277.0,41.0,545.7428948272499,484879.0,1863.0,1.676948475106438,84000041,USA,11496.18859592241,8.093665826744287
Pennsylvania,US,08-15-2020,August,2020-08-16 04:30:18,40.5908,-77.2098,128531,7451,96564.0,24516.0,42.0,1003.992426489352,1443684.0,,5.797045070838943,84000042,USA,11277.02890543024,
Puerto Rico,US,08-15-2020,August,2020-08-16 04:30:18,18.2208,-66.5901,25695,329,,25366.0,72.0,875.9436123444128,331667.0,,1.280404748005449,630,PRI,11306.54174257382,
Rhode Island,US,08-15-2020,August,2020-08-16 04:30:18,41.6809,-71.5118,20335,1021,1953.0,17361.0,44.0,1919.55339114806,229865.0,2350.0,5.020899926235554,84000044,USA,21698.45784392667,11.55642980083599
South Carolina,US,08-15-2020,August,2020-08-16 04:30:18,33.8569,-80.945,105882,2260,42730.0,60892.0,45.0,2056.474684746521,860400.0,6852.0,2.134451559282976,84000045,USA,16710.9689914802,6.471354904516349
South Dakota,US,08-15-2020,August,2020-08-16 04:30:18,44.2998,-99.4388,10118,152,8884.0,1082.0,46.0,1143.71752279692,127449.0,913.0,1.502273176517098,84000046,USA,14406.56795443216,9.023522435263887
Tennessee,US,08-15-2020,August,2020-08-16 04:30:18,35.7478,-86.6923,131747,1345,92100.0,38302.0,47.0,1929.179136451934,1829758.0,5813.0,1.02089611148641,84000047,USA,26793.25493829854,4.412244681093306
Texas,US,08-15-2020,August,2020-08-16 04:30:18,31.0545,-97.5635,546552,10268,393266.0,143018.0,48.0,1884.929793993843,4321676.0,,1.878686748927824,84000048,USA,14904.44798004241,
Utah,US,08-15-2020,August,2020-08-16 04:30:18,40.15,-111.8624,46321,363,37346.0,8612.0,49.0,1444.841136409148,594901.0,2760.0,0.7836618380432201,84000049,USA,18556.10709809673,5.958420586774896
Vermont,US,08-15-2020,August,2020-08-16 04:30:18,44.0459,-72.7107,1509,58,1332.0,119.0,50.0,241.8311861266785,110297.0,,3.843605036447979,84000050,USA,17676.112880195,
Virgin Islands,US,08-15-2020,August,2020-08-16 04:30:18,18.3358,-64.8963,734,9,519.0,206.0,78.0,684.2674422940672,12117.0,,1.226158038147139,850,VIR,11296.00626468285,
Virginia,US,08-15-2020,August,2020-08-16 04:30:18,37.7693,-78.17,105750,2381,13694.0,89675.0,51.0,1238.940479190545,1337240.0,14965.0,2.251536643026005,84000051,USA,15666.76847652732,14.15130023640662
Washington,US,08-15-2020,August,2020-08-16 04:30:18,47.4009,-121.4905,66885,1766,,65119.0,53.0,878.3445808102623,1016246.0,6206.0,2.640352844434477,84000053,USA,13345.50597099657,9.278612543918666
West Virginia,US,08-15-2020,August,2020-08-16 04:30:18,38.4912,-80.9545,8462,160,6298.0,2004.0,54.0,472.1710886439561,350244.0,,1.890805956038762,84000054,USA,19543.26291314273,
Wisconsin,US,08-15-2020,August,2020-08-16 04:30:18,44.2685,-89.6165,65056,1038,55172.0,8846.0,55.0,1117.333403865119,1124666.0,5275.0,1.595548450565666,84000055,USA,19316.07983877533,8.108398917855387
Wyoming,US,08-15-2020,August,2020-08-16 04:30:18,42.756,-107.3025,3227,30,2659.0,538.0,56.0,557.5723228494071,60036.0,191.0,0.9296560272699099,84000056,USA,10373.22961716362,5.918810040285095
Alabama,US,08-16-2020,August,2020-08-17 04:30:23,32.3182,-86.9023,108433,1898,41523.0,65012.0,1.0,2211.480904758846,846424.0,12607.0,1.750389641529793,84000001,USA,17262.73840371106,11.62653435762176
Alaska,US,08-16-2020,August,2020-08-17 04:30:23,61.3707,-152.4044,4259,28,1418.0,2813.0,2.0,582.1924830324859,301515.0,,0.6574313219065508,84000002,USA,41216.19312550834,
American Samoa,US,08-16-2020,August,2020-08-17 04:30:23,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,08-16-2020,August,2020-08-17 04:30:23,33.7298,-111.4312,193537,4506,27582.0,161449.0,4.0,2658.943877059652,1091974.0,20755.0,2.328236977942202,84000004,USA,15002.28680411672,10.72404759813369
Arkansas,US,08-16-2020,August,2020-08-17 04:30:23,34.9697,-92.3731,52665,599,45572.0,6494.0,5.0,1745.143157077133,622050.0,3570.0,1.137377765119149,84000005,USA,20612.67067046104,6.778695528339505
California,US,08-16-2020,August,2020-08-17 04:30:23,36.1162,-119.6816,623873,11243,,612630.0,6.0,1578.936725478594,9798135.0,,1.802129600094891,84000006,USA,24797.7315778968,
Colorado,US,08-16-2020,August,2020-08-17 04:30:23,39.0598,-105.3111,53157,1896,5660.0,45601.0,8.0,923.0671452902163,859734.0,6727.0,3.566792708392121,84000008,USA,14929.21363299168,12.65496547961699
Connecticut,US,08-16-2020,August,2020-08-17 04:30:23,41.5978,-72.7554,50897,4453,8809.0,37635.0,9.0,1427.570908036296,937690.0,11015.0,8.749042183232802,84000009,USA,26300.54747345726,21.64174705778337
Delaware,US,08-16-2020,August,2020-08-17 04:30:23,39.3185,-75.5071,16451,593,8671.0,7187.0,10.0,1689.423720737263,210385.0,,3.604644094583916,84000010,USA,21605.33763827786,
Diamond Princess,US,08-16-2020,August,2020-08-17 04:30:23,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,08-16-2020,August,2020-08-17 04:30:23,38.8974,-77.0268,13220,597,10493.0,2130.0,11.0,1873.187209617017,242852.0,,4.515885022692887,84000011,USA,34410.53405672556,
Florida,US,08-16-2020,August,2020-08-17 04:30:23,27.7663,-81.6868,573416,9452,,563964.0,12.0,2669.81572593053,4232628.0,34341.0,1.648366979644796,84000012,USA,19707.04827980713,5.988845794327331
Georgia,US,08-16-2020,August,2020-08-17 04:30:23,33.0406,-83.6431,237030,4702,,232328.0,13.0,2232.462622992416,2005273.0,22087.0,1.983715141543265,84000013,USA,18886.6262557308,9.318229759945998
Grand Princess,US,08-16-2020,August,2020-08-17 04:30:23,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,08-16-2020,August,2020-08-17 04:30:23,13.4443,144.7937,502,5,345.0,152.0,66.0,305.6707402468504,27773.0,,0.99601593625498,316,GUM,16911.14236827844,
Hawaii,US,08-16-2020,August,2020-08-17 04:30:23,21.0943,-157.4983,5042,40,1808.0,3194.0,15.0,356.1056366677214,159299.0,279.0,0.7933359777865926,84000015,USA,11250.94641323509,5.533518445061484
Idaho,US,08-16-2020,August,2020-08-17 04:30:23,44.2405,-114.4788,27656,269,10616.0,16771.0,16.0,1547.565421515166,223222.0,1103.0,0.9726641596760196,84000016,USA,12490.98381983867,3.988284639861151
Illinois,US,08-16-2020,August,2020-08-17 04:30:23,40.3495,-88.9861,207412,7955,,199457.0,17.0,1636.79711069151,3368183.0,,3.835361502709583,84000017,USA,26580.10241779773,
Indiana,US,08-16-2020,August,2020-08-17 04:30:23,39.8494,-86.2583,80415,3133,59801.0,17481.0,18.0,1194.479858721174,906851.0,9935.0,3.896039296151216,84000018,USA,13470.31342860356,12.3546602002114
Iowa,US,08-16-2020,August,2020-08-17 04:30:23,42.0115,-93.2105,52447,975,40525.0,10947.0,19.0,1662.308601710897,551193.0,,1.859019581672927,84000019,USA,17470.07197938556,
Kansas,US,08-16-2020,August,2020-08-17 04:30:23,38.5266,-96.7265,33885,406,1399.0,32080.0,20.0,1163.108405067219,343043.0,2020.0,1.198170281835621,84000020,USA,11775.00949090966,5.961339825881659
Kentucky,US,08-16-2020,August,2020-08-17 04:30:23,37.6681,-84.6701,38930,810,9091.0,29029.0,21.0,871.370845628138,712361.0,4193.0,2.080657590547136,84000021,USA,15944.78826001814,10.77061392242486
Louisiana,US,08-16-2020,August,2020-08-17 04:30:23,31.1695,-91.8678,137918,4507,103512.0,29899.0,22.0,2966.747935055845,1658087.0,,3.267883815020519,84000022,USA,35667.03536444076,
Maine,US,08-16-2020,August,2020-08-17 04:30:23,44.6939,-69.3819,4168,127,3624.0,417.0,23.0,310.0701377461293,210223.0,400.0,3.047024952015355,84000023,USA,15639.12537605675,9.596928982725528
Maryland,US,08-16-2020,August,2020-08-17 04:30:23,39.0639,-76.8021,100212,3639,6004.0,90569.0,24.0,1657.580288735097,1142410.0,13614.0,3.631301640522093,84000024,USA,18896.30281457173,13.58519937732008
Massachusetts,US,08-16-2020,August,2020-08-17 04:30:23,42.2302,-71.5301,123593,8838,100486.0,14269.0,25.0,1793.15119630706,1449968.0,12173.0,7.150890422596749,84000025,USA,21036.88601949103,9.849263307792512
Michigan,US,08-16-2020,August,2020-08-17 04:30:23,43.3266,-84.5361,102259,6592,67778.0,27889.0,26.0,1023.935758767748,2321050.0,,6.446376358071173,84000026,USA,23241.04570637189,
Minnesota,US,08-16-2020,August,2020-08-17 04:30:23,45.6945,-93.9002,65152,1752,58196.0,5204.0,27.0,1155.252683153795,994054.0,5851.0,2.68909626719057,84000027,USA,17626.22100165401,8.980537819253437
Mississippi,US,08-16-2020,August,2020-08-17 04:30:23,32.7416,-89.6787,72136,2084,49836.0,20216.0,28.0,2423.803378123877,520146.0,4916.0,2.888987468115781,84000028,USA,17477.14916155071,6.814905179106133
Missouri,US,08-16-2020,August,2020-08-17 04:30:23,38.4561,-92.2884,68196,1383,,66813.0,29.0,1111.149491285274,845618.0,,2.027978180538448,84000029,USA,13778.05165290737,
Montana,US,08-16-2020,August,2020-08-17 04:30:23,46.9219,-110.4544,5750,82,4145.0,1523.0,30.0,537.9976009985236,201924.0,326.0,1.426086956521739,84000030,USA,18892.97871026537,5.669565217391304
Nebraska,US,08-16-2020,August,2020-08-17 04:30:23,41.1254,-98.2681,30372,361,22251.0,7760.0,31.0,1570.092762230099,320876.0,1883.0,1.188594758330041,84000031,USA,16587.81394617888,6.199789279599631
Nevada,US,08-16-2020,August,2020-08-17 04:30:23,38.3135,-117.0554,61305,1072,1423.0,58810.0,32.0,1990.321269442197,547463.0,,1.748633879781421,84000032,USA,17773.87249217248,
New Hampshire,US,08-16-2020,August,2020-08-17 04:30:23,43.4525,-71.5639,6988,423,6287.0,278.0,33.0,513.9327401190401,184929.0,708.0,6.053234115626791,84000033,USA,13600.61071801287,10.13165426445335
New Jersey,US,08-16-2020,August,2020-08-17 04:30:23,40.2989,-74.521,187455,15912,33320.0,138223.0,34.0,2110.459244848399,2490186.0,22206.0,8.488437224933984,84000034,USA,28035.72092017847,11.84604305033208
New Mexico,US,08-16-2020,August,2020-08-17 04:30:23,34.8405,-106.2485,23408,714,10391.0,12303.0,35.0,1116.352358728346,665291.0,2957.0,3.050239234449761,84000035,USA,31728.43374447797,12.63243335611757
New York,US,08-16-2020,August,2020-08-17 04:30:23,42.1657,-74.9481,425508,32840,74154.0,318514.0,36.0,2187.30133778592,7068196.0,89995.0,7.717833742256316,84000036,USA,36333.68718457253,21.15001363076605
North Carolina,US,08-16-2020,August,2020-08-17 04:30:23,35.6301,-79.8064,144952,2347,116969.0,25636.0,37.0,1382.063682937703,1924646.0,,1.619156686351344,84000037,USA,18350.78742695043,
North Dakota,US,08-16-2020,August,2020-08-17 04:30:23,47.5289,-99.78399999999999,8587,125,7249.0,1213.0,38.0,1126.811204337705,179800.0,459.0,1.455688831955281,84000038,USA,23593.88081284724,5.345289390939793
Northern Mariana Islands,US,08-16-2020,August,2020-08-17 04:30:23,15.0979,145.6739,50,2,29.0,19.0,69.0,90.67169592340055,12302.0,4.0,4.0,580,MNP,22308.86406499347,8.0
Ohio,US,08-16-2020,August,2020-08-17 04:30:23,40.3888,-82.7649,108287,3826,86926.0,17535.0,39.0,926.3929643856244,1829645.0,12236.0,3.533203431621524,84000039,USA,15652.57376530272,11.29960198361761
Oklahoma,US,08-16-2020,August,2020-08-17 04:30:23,35.5653,-96.9289,48342,661,40224.0,7457.0,40.0,1221.692046770118,754961.0,4013.0,1.367341028505234,84000040,USA,19079.26542802563,8.301270117082455
Oregon,US,08-16-2020,August,2020-08-17 04:30:23,44.572,-122.0709,23262,388,4355.0,18519.0,41.0,551.5279876388689,488797.0,1863.0,1.667956323617918,84000041,USA,11589.08201246308,8.008769667268506
Pennsylvania,US,08-16-2020,August,2020-08-17 04:30:23,40.5908,-77.2098,129070,7453,98323.0,23294.0,42.0,1008.202709750805,1456863.0,,5.774385992097312,84000042,USA,11379.97384625155,
Puerto Rico,US,08-16-2020,August,2020-08-17 04:30:23,18.2208,-66.5901,26006,335,,25671.0,72.0,886.5456152025221,331978.0,,1.288164269783896,630,PRI,11317.14374543194,
Rhode Island,US,08-16-2020,August,2020-08-17 04:30:23,41.6809,-71.5118,20335,1021,1953.0,17361.0,44.0,1919.55339114806,229865.0,2350.0,5.020899926235554,84000044,USA,21698.45784392667,11.55642980083599
South Carolina,US,08-16-2020,August,2020-08-17 04:30:23,33.8569,-80.945,106497,2269,42730.0,61498.0,45.0,2068.419415022858,867601.0,6852.0,2.13057644816286,84000045,USA,16850.82915850444,6.433984055888899
South Dakota,US,08-16-2020,August,2020-08-17 04:30:23,44.2998,-99.4388,10274,153,8939.0,1182.0,46.0,1161.351435977026,128774.0,916.0,1.48919602881059,84000046,USA,14556.34317855806,8.915709558107846
Tennessee,US,08-16-2020,August,2020-08-17 04:30:23,35.7478,-86.6923,133708,1366,92655.0,39687.0,47.0,1957.894175781727,1857340.0,5847.0,1.021629221886499,84000047,USA,27197.13980050882,4.372961976845064
Texas,US,08-16-2020,August,2020-08-17 04:30:23,31.0545,-97.5635,555394,10396,399572.0,145426.0,48.0,1915.423780363839,4439041.0,,1.87182432651415,84000048,USA,15309.21236709449,
Utah,US,08-16-2020,August,2020-08-17 04:30:23,40.15,-111.8624,46652,363,37701.0,8588.0,49.0,1455.1656634304,598527.0,2771.0,0.7781016891022893,84000049,USA,18669.20901646248,5.939723913229872
Vermont,US,08-16-2020,August,2020-08-17 04:30:23,44.0459,-72.7107,1515,58,1337.0,120.0,50.0,242.792741538713,111335.0,,3.828382838283829,84000050,USA,17842.46196647697,
Virgin Islands,US,08-16-2020,August,2020-08-17 04:30:23,18.3358,-64.8963,741,9,523.0,209.0,78.0,690.7931535965993,12171.0,,1.214574898785425,850,VIR,11346.34746615953,
Virginia,US,08-16-2020,August,2020-08-17 04:30:23,37.7693,-78.17,106687,2381,13783.0,90523.0,51.0,1249.918136202379,1353848.0,14967.0,2.231762070355339,84000051,USA,15861.3436394436,14.02888824317864
Washington,US,08-16-2020,August,2020-08-17 04:30:23,47.4009,-121.4905,67461,1781,,65680.0,53.0,885.9087054801689,1016992.0,6230.0,2.640043877203125,84000053,USA,13355.30256301697,9.23496538740902
West Virginia,US,08-16-2020,August,2020-08-17 04:30:23,38.4912,-80.9545,8567,160,6429.0,1978.0,54.0,478.0299830315259,355339.0,,1.867631609664994,84000054,USA,19827.55878842528,
Wisconsin,US,08-16-2020,August,2020-08-17 04:30:23,44.2685,-89.6165,65741,1039,55982.0,8720.0,55.0,1129.09824310589,1130779.0,5304.0,1.580444471486591,84000055,USA,19421.07029465684,8.068024520466679
Wyoming,US,08-16-2020,August,2020-08-17 04:30:23,42.756,-107.3025,3286,30,2668.0,588.0,56.0,567.7665487707319,60095.0,191.0,0.9129640900791236,84000056,USA,10383.42384308494,5.812538040170421
Alabama,US,08-17-2020,August,2020-08-18 04:30:23,32.3182,-86.9023,109004,1925,41523.0,65556.0,1.0,2223.12639641376,852923.0,12958.0,1.765990238890316,84000001,USA,17395.28490154869,11.88763715093024
Alaska,US,08-17-2020,August,2020-08-18 04:30:23,61.3707,-152.4044,4309,28,1432.0,2849.0,2.0,589.0273325632736,305648.0,,0.6498027384543977,84000002,USA,41781.16178772324,
American Samoa,US,08-17-2020,August,2020-08-18 04:30:23,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,08-17-2020,August,2020-08-18 04:30:23,33.7298,-111.4312,194005,4506,27800.0,161699.0,4.0,2665.373581635335,1098388.0,20756.0,2.322620551016726,84000004,USA,15090.40672964755,10.69869333264607
Arkansas,US,08-17-2020,August,2020-08-18 04:30:23,34.9697,-92.3731,53077,603,46133.0,6341.0,5.0,1758.795468492983,622462.0,3621.0,1.13608531002129,84000005,USA,20626.32298187689,6.822164025849237
California,US,08-17-2020,August,2020-08-18 04:30:23,36.1162,-119.6816,629415,11296,,618119.0,6.0,1592.96276496516,9933780.0,,1.794682363782242,84000006,USA,25141.03040975447,
Colorado,US,08-17-2020,August,2020-08-18 04:30:23,39.0598,-105.3111,53351,1896,5695.0,45760.0,8.0,926.4359401090796,873051.0,6735.0,3.553822796198759,84000008,USA,15160.46229589271,12.62394331877565
Connecticut,US,08-17-2020,August,2020-08-18 04:30:23,41.5978,-72.7554,51267,4456,8809.0,38002.0,9.0,1437.948754195665,981968.0,11015.0,8.69175102892699,84000009,USA,27542.46712817229,21.48555601068913
Delaware,US,08-17-2020,August,2020-08-18 04:30:23,39.3185,-75.5071,16536,593,8713.0,7230.0,10.0,1698.152735159649,212638.0,,3.586115142718916,84000010,USA,21836.70786761474,
Diamond Princess,US,08-17-2020,August,2020-08-18 04:30:23,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,08-17-2020,August,2020-08-18 04:30:23,38.8974,-77.0268,13273,597,10521.0,2155.0,11.0,1880.696961667675,245655.0,,4.497852783846907,84000011,USA,34807.70075480094,
Florida,US,08-17-2020,August,2020-08-18 04:30:23,27.7663,-81.6868,576094,9539,,566555.0,12.0,2682.284451103951,4252876.0,34607.0,1.655806170520783,84000012,USA,19801.32264400109,6.007179383919985
Georgia,US,08-17-2020,August,2020-08-18 04:30:23,33.0406,-83.6431,238861,4727,,234134.0,13.0,2249.707862256218,2027417.0,22133.0,1.978975219897765,84000013,USA,19095.18910568035,9.266058502643798
Grand Princess,US,08-17-2020,August,2020-08-18 04:30:23,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,08-17-2020,August,2020-08-18 04:30:23,13.4443,144.7937,577,5,352.0,220.0,66.0,351.3386795267584,28773.0,,0.8665511265164645,316,GUM,17520.04822534388,
Hawaii,US,08-17-2020,August,2020-08-18 04:30:23,21.0943,-157.4983,5215,40,1841.0,3334.0,15.0,368.3242552999141,161948.0,283.0,0.7670182166826462,84000015,USA,11438.03959679971,5.426653883029722
Idaho,US,08-17-2020,August,2020-08-18 04:30:23,44.2405,-114.4788,27937,273,10883.0,16781.0,16.0,1563.289527801171,224487.0,1110.0,0.9771986970684041,84000016,USA,12561.7702769625,3.973225471596807
Illinois,US,08-17-2020,August,2020-08-18 04:30:23,40.3495,-88.9861,209185,7967,,201218.0,17.0,1650.788785605479,3406429.0,,3.808590482109138,84000017,USA,26881.92170643825,
Indiana,US,08-17-2020,August,2020-08-18 04:30:23,39.8494,-86.2583,81006,3135,60677.0,17194.0,18.0,1203.258539272118,914633.0,9973.0,3.870083697503889,84000018,USA,13585.90681616269,12.31143372095895
