Province_State,Country_Region,Date,Month,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
New Hampshire,US,07-23-2020,July,2020-07-24 05:30:54,43.4525,-71.5639,6318,405,5341.0,572.0,33.0,464.6575632616048,146879.0,680.0,6.410256410256411,84000033,USA,10802.22194275107,10.76289965178854
New Jersey,US,07-23-2020,July,2020-07-24 05:30:54,40.2989,-74.521,177887,15730,31925.0,130232.0,34.0,2002.738063473085,1859638.0,21184.0,8.842692270936043,84000034,USA,20936.70592500273,11.9086836025117
New Mexico,US,07-23-2020,July,2020-07-24 05:30:54,34.8405,-106.2485,18163,596,6974.0,10593.0,35.0,866.2127431469138,489334.0,2470.0,3.281396245113693,84000035,USA,23336.8577027502,13.59907504266917
New York,US,07-23-2020,July,2020-07-24 05:30:54,42.1657,-74.9481,409697,32594,72466.0,304637.0,36.0,2106.025729685172,5368338.0,89995.0,7.955635506239978,84000036,USA,27595.65716528712,21.96623358237918
North Carolina,US,07-23-2020,July,2020-07-24 05:30:54,35.6301,-79.8064,107125,1756,78707.0,26662.0,37.0,1021.397235186141,1523675.0,,1.639206534422404,84000037,USA,14527.67731456003,
North Dakota,US,07-23-2020,July,2020-07-24 05:30:54,47.5289,-99.784,5493,97,4475.0,921.0,38.0,720.8074933535593,140816.0,322.0,1.765883852175496,84000038,USA,18478.28654361456,5.862006189695977
Northern Mariana Islands,US,07-23-2020,July,2020-07-24 05:30:54,15.0979,145.6739,38,2,29.0,7.0,69.0,68.91048890178442,11338.0,4.0,5.263157894736842,580,MNP,20560.71376759031,10.52631578947368
Ohio,US,07-23-2020,July,2020-07-24 05:30:54,40.3888,-82.7649,80186,3256,55702.0,21228.0,39.0,685.9895115962735,1245026.0,9968.0,4.060559199860323,84000039,USA,10651.17074881727,12.43109769785249
Oklahoma,US,07-23-2020,July,2020-07-24 05:30:54,35.5653,-96.9289,27969,477,22441.0,5051.0,40.0,706.8285312174388,513175.0,2596.0,1.705459616003432,84000040,USA,12968.88453314416,9.281704744538596
Oregon,US,07-23-2020,July,2020-07-24 05:30:54,44.572,-122.0709,15713,273,3509.0,11931.0,41.0,372.5457514302101,358491.0,1465.0,1.737414879399224,84000041,USA,8499.60535709078,9.32349010373576
Pennsylvania,US,07-23-2020,July,2020-07-24 05:30:54,40.5908,-77.2098,109037,7093,78268.0,23676.0,42.0,851.7192133191178,1085617.0,,6.505131285710355,84000042,USA,8480.065089885642,
Puerto Rico,US,07-23-2020,July,2020-07-24 05:30:54,18.2208,-66.5901,13473,188,,13285.0,72.0,459.2951270331301,206159.0,,1.395383359311215,630,PRI,7027.968833520601,
Rhode Island,US,07-23-2020,July,2020-07-24 05:30:54,41.6809,-71.5118,18148,1001,1759.0,15388.0,44.0,1713.108185028522,189339.0,2137.0,5.515759312320917,84000044,USA,17872.94416162196,11.77540224818162
South Carolina,US,07-23-2020,July,2020-07-24 05:30:54,33.8569,-80.945,76606,1334,27062.0,48210.0,45.0,1487.866678941577,618474.0,4498.0,1.741377959950918,84000045,USA,12012.20343565403,5.871602746521161
South Dakota,US,07-23-2020,July,2020-07-24 05:30:54,44.2998,-99.4388,8143,121,7214.0,808.0,46.0,920.4676604205687,102536.0,792.0,1.48593884317819,84000046,USA,11590.45462715012,9.726145155348151
Tennessee,US,07-23-2020,July,2020-07-24 05:30:54,35.7478,-86.6923,86987,925,51661.0,34401.0,47.0,1273.755801214027,1295985.0,4016.0,1.063377286261166,84000047,USA,18977.18523499328,4.616781817972799
Texas,US,07-23-2020,July,2020-07-24 05:30:54,31.0545,-97.5635,373037,4622,203826.0,164589.0,48.0,1286.517212565468,3164656.0,,1.239019185764415,84000048,USA,10914.15708320779,
Utah,US,07-23-2020,July,2020-07-24 05:30:54,40.15,-111.8624,36099,267,23093.0,12739.0,49.0,1125.997283807211,485422.0,2150.0,0.7396326768054516,84000049,USA,15141.24639187413,5.955843652178731
Vermont,US,07-23-2020,July,2020-07-24 05:30:54,44.0459,-72.7107,1377,56,1156.0,165.0,50.0,220.6769670619194,86582.0,,4.066811909949164,84000050,USA,13875.56511412861,
Virgin Islands,US,07-23-2020,July,2020-07-24 05:30:54,18.3358,-64.8963,336,7,182.0,147.0,78.0,313.2341425215349,7836.0,,2.083333333333333,850,VIR,7305.067680948652,
Virginia,US,07-23-2020,July,2020-07-24 05:30:54,37.7693,-78.17,81237,2054,10479.0,68704.0,51.0,951.7523187517947,972200.0,11697.0,2.528404544727156,84000051,USA,11390.05138410447,14.39861147014292
Washington,US,07-23-2020,July,2020-07-24 05:30:54,47.4009,-121.4905,50009,1482,,48527.0,53.0,656.7262337107035,855152.0,5211.0,2.963466576016317,84000053,USA,11229.99364534735,10.42012437761203
West Virginia,US,07-23-2020,July,2020-07-24 05:30:54,38.4912,-80.9545,5452,102,3913.0,1437.0,54.0,304.2161162002894,251072.0,,1.870873074101247,84000054,USA,14009.56506358016,
Wisconsin,US,07-23-2020,July,2020-07-24 05:30:54,44.2685,-89.6165,45899,878,35502.0,9519.0,55.0,788.3129289228525,828511.0,4273.0,1.912895705788797,84000055,USA,14229.63317402997,9.309571014619054
Wyoming,US,07-23-2020,July,2020-07-24 05:30:54,42.756,-107.3025,2347,25,1794.0,528.0,56.0,405.5228514804953,48169.0,153.0,1.065189603749468,84000056,USA,8322.807939055807,6.518960374946739
Alabama,US,07-24-2020,July,2020-07-25 04:47:52,32.3182,-86.9023,76005,1438,32510.0,42057.0,1.0,1550.114874311289,628984.0,9157.0,1.891980790737452,84000001,USA,12828.06991781872,12.04789158607986
Alaska,US,07-24-2020,July,2020-07-25 04:47:52,61.3707,-152.4044,2249,19,800.0,1430.0,2.0,307.4315318948253,200572.0,,0.8448199199644286,84000002,USA,27417.58880178253,
American Samoa,US,07-24-2020,July,2020-07-25 04:47:52,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16,ASM,1863.733577757409,
Arizona,US,07-24-2020,July,2020-07-25 04:47:52,33.7298,-111.4312,156301,3143,20171.0,132987.0,4.0,2147.370202743148,836817.0,7461.0,2.0108636541033,84000004,USA,11496.7651579255,4.773481935496254
Arkansas,US,07-24-2020,July,2020-07-25 04:47:52,34.9697,-92.3731,37249,394,29827.0,7028.0,5.0,1234.30812604132,461464.0,2361.0,1.057746516685012,84000005,USA,15291.38406602947,6.338425192622621
California,US,07-24-2020,July,2020-07-25 04:47:52,36.1162,-119.6816,440185,8337,,431848.0,6.0,1114.0476707676,6915876.0,,1.893976396287924,84000006,USA,17503.13061353192,
Colorado,US,07-24-2020,July,2020-07-25 04:47:52,39.0598,-105.3111,42962,1790,5122.0,36050.0,8.0,746.0317680824402,470877.0,6149.0,4.166472696801825,84000008,USA,8176.742257328691,14.31264838694661
Connecticut,US,07-24-2020,July,2020-07-25 04:47:52,41.5978,-72.7554,48776,4413,8516.0,35847.0,9.0,1368.080606133532,713072.0,10712.0,9.04748236837789,84000009,USA,20000.4095041998,21.96162046908316
Delaware,US,07-24-2020,July,2020-07-25 04:47:52,39.3185,-75.5071,14202,578,7936.0,5688.0,10.0,1458.464268549669,164326.0,,4.069849316997606,84000010,USA,16875.34145850535,
Diamond Princess,US,07-24-2020,July,2020-07-25 04:47:52,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,07-24-2020,July,2020-07-25 04:47:52,38.8974,-77.0268,11649,581,9582.0,1486.0,11.0,1650.586823360713,165260.0,,4.987552579620568,84000011,USA,23416.25705456189,
Florida,US,07-24-2020,July,2020-07-25 04:47:52,27.7663,-81.6868,402312,5653,,396659.0,12.0,1873.158238225936,3276636.0,23575.0,1.405128358090239,84000012,USA,15255.96481603253,5.859879894211457
Georgia,US,07-24-2020,July,2020-07-25 04:47:52,33.0406,-83.6431,161420,3443,,157977.0,13.0,1520.331251754781,1382444.0,16752.0,2.132945112129847,84000013,USA,13020.52296494168,10.37789617147813
Grand Princess,US,07-24-2020,July,2020-07-25 04:47:52,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,07-24-2020,July,2020-07-25 04:47:52,13.4443,144.7937,337,5,244.0,88.0,66.0,205.201273831053,19469.0,,1.483679525222552,316,GUM,11854.78813120704,
Hawaii,US,07-24-2020,July,2020-07-25 04:47:52,21.0943,-157.4983,1549,26,1125.0,398.0,15.0,109.4025448628125,111291.0,155.0,1.678502259522272,84000015,USA,7860.244428874927,10.00645577792124
Idaho,US,07-24-2020,July,2020-07-25 04:47:52,44.2405,-114.4788,17265,144,5008.0,12113.0,16.0,966.1092349746652,160193.0,697.0,0.8340573414422241,84000016,USA,8964.027609516163,4.03706921517521
Illinois,US,07-24-2020,July,2020-07-25 04:47:52,40.3495,-88.9861,169696,7577,,162119.0,17.0,1339.160330626514,2433765.0,,4.465043371676409,84000017,USA,19206.11883643242,
Indiana,US,07-24-2020,July,2020-07-25 04:47:52,39.8494,-86.2583,60598,2884,43066.0,14648.0,18.0,900.1192623115796,678749.0,8128.0,4.759232977986072,84000018,USA,10082.09923058058,13.41298392686227
Iowa,US,07-24-2020,July,2020-07-25 04:47:52,42.0115,-93.2105,41434,826,29216.0,11392.0,19.0,1313.251370017147,441873.0,,1.993531882029252,84000019,USA,14005.17262691477,
Kansas,US,07-24-2020,July,2020-07-25 04:47:52,38.5266,-96.7265,24554,330,1077.0,23147.0,20.0,842.8202383951747,277967.0,1596.0,1.343976541500367,84000020,USA,9541.264690314878,6.499959273438138
Kentucky,US,07-24-2020,July,2020-07-25 04:47:52,37.6681,-84.6701,25932,691,7396.0,17845.0,21.0,580.4363927261462,533476.0,3248.0,2.664661422181089,84000021,USA,11940.80229237905,12.52506555606972
Louisiana,US,07-24-2020,July,2020-07-25 04:47:52,31.1695,-91.8678,103734,3715,61456.0,38563.0,22.0,2231.417438587298,1199726.0,,3.581275184606783,84000022,USA,25807.25237556235,
Maine,US,07-24-2020,July,2020-07-25 04:47:52,44.6939,-69.3819,3757,118,3259.0,380.0,23.0,279.4946035298004,150620.0,378.0,3.140803832845356,84000023,USA,11205.07777047073,10.06121905775885
Maryland,US,07-24-2020,July,2020-07-25 04:47:52,39.0639,-76.8021,81766,3422,5434.0,72910.0,24.0,1352.469862778049,804350.0,12119.0,4.185113616906783,84000024,USA,13304.54142462056,14.82156397524644
Massachusetts,US,07-24-2020,July,2020-07-25 04:47:52,42.2302,-71.5301,114985,8498,96452.0,10035.0,25.0,1668.261878159502,1086252.0,11770.0,7.390529199460799,84000025,USA,15759.9060892683,10.23611775448972
Michigan,US,07-24-2020,July,2020-07-25 04:47:52,43.3266,-84.5361,85072,6400,55162.0,23510.0,26.0,851.8395727504659,1614646.0,,7.523039307880384,84000026,USA,16167.70922022815,
Minnesota,US,07-24-2020,July,2020-07-25 04:47:52,45.6945,-93.9002,49488,1606,42882.0,5000.0,27.0,877.5040640949624,922876.0,4852.0,3.245231167151633,84000027,USA,16364.1173750344,9.804397025541546
Mississippi,US,07-24-2020,July,2020-07-25 04:47:52,32.7416,-89.6787,49585,1463,30315.0,17807.0,28.0,1666.079218479988,411480.0,3923.0,2.950489059191288,84000028,USA,13825.92067803057,7.911666834728244
Missouri,US,07-24-2020,July,2020-07-25 04:47:52,38.4561,-92.2884,39635,1195,,38440.0,29.0,645.7916899391732,612615.0,,3.01501198435726,84000029,USA,9981.624224349353,
Montana,US,07-24-2020,July,2020-07-25 04:47:52,46.9219,-110.4544,3038,46,1815.0,1177.0,30.0,284.2498629275677,149200.0,191.0,1.514154048716261,84000030,USA,13959.86818590952,6.287030941408823
Nebraska,US,07-24-2020,July,2020-07-25 04:47:52,41.1254,-98.2681,24174,316,17745.0,6113.0,31.0,1249.684658045252,249074.0,1548.0,1.30718954248366,84000031,USA,12875.98066178386,6.403574087862992
Nevada,US,07-24-2020,July,2020-07-25 04:47:52,38.3135,-117.0554,40885,722,994.0,39169.0,32.0,1327.367834616169,421871.0,,1.765928824752354,84000032,USA,13696.41667499958,
New Hampshire,US,07-24-2020,July,2020-07-25 04:47:52,43.4525,-71.5639,6375,407,5345.0,623.0,33.0,468.8496305464911,149792.0,681.0,6.384313725490196,84000033,USA,11016.45864452078,10.68235294117647
New Jersey,US,07-24-2020,July,2020-07-25 04:47:52,40.2989,-74.521,178345,15765,32001.0,130579.0,34.0,2007.89444945447,1887644.0,21184.0,8.839608623734895,84000034,USA,21252.01104682516,11.87810143261656
New Mexico,US,07-24-2020,July,2020-07-25 04:47:52,34.8405,-106.2485,18475,601,7056.0,10818.0,35.0,881.092354216772,496985.0,2500.0,3.253044654939107,84000035,USA,23701.74201138958,13.53179972936401
New York,US,07-24-2020,July,2020-07-25 04:47:52,42.1657,-74.9481,410450,32596,72552.0,305302.0,36.0,2109.896486303973,5444845.0,89995.0,7.941527591667684,84000036,USA,27988.93734674079,21.92593494944573
North Carolina,US,07-24-2020,July,2020-07-25 04:47:52,35.6301,-79.8064,109728,1789,78707.0,29232.0,37.0,1046.215876989544,1550297.0,,1.630395158938466,84000037,USA,14781.50823353436,
North Dakota,US,07-24-2020,July,2020-07-25 04:47:52,47.5289,-99.784,5614,99,4545.0,970.0,38.0,736.6854665368436,142708.0,325.0,1.76344852155326,84000038,USA,18726.56030611682,5.789098681866761
Northern Mariana Islands,US,07-24-2020,July,2020-07-25 04:47:52,15.0979,145.6739,38,2,29.0,7.0,69.0,68.91048890178442,11338.0,4.0,5.263157894736842,580,MNP,20560.71376759031,10.52631578947368
Ohio,US,07-24-2020,July,2020-07-25 04:47:52,40.3888,-82.7649,81746,3297,56823.0,21626.0,39.0,699.3352781651282,1267628.0,10072.0,4.033224867271793,84000039,USA,10844.53037445141,12.32109216353094
Oklahoma,US,07-24-2020,July,2020-07-25 04:47:52,35.5653,-96.9289,29116,484,23277.0,5355.0,40.0,735.8153496702404,523042.0,2687.0,1.662316252232449,84000040,USA,13218.24193303413,9.228602830059074
Oregon,US,07-24-2020,July,2020-07-25 04:47:52,44.572,-122.0709,16104,282,3541.0,12281.0,41.0,381.816125566862,366567.0,1474.0,1.751117734724292,84000041,USA,8691.082445396667,9.153005464480874
Pennsylvania,US,07-24-2020,July,2020-07-25 04:47:52,40.5908,-77.2098,110292,7116,79178.0,23998.0,42.0,861.5223774993087,1104948.0,,6.451963877706453,84000042,USA,8631.065063405382,
Puerto Rico,US,07-24-2020,July,2020-07-25 04:47:52,18.2208,-66.5901,13967,191,,13776.0,72.0,476.1356074572647,319939.0,,1.367509128660414,630,PRI,10906.73373768668,
Rhode Island,US,07-24-2020,July,2020-07-25 04:47:52,41.6809,-71.5118,18224,1002,1769.0,15453.0,44.0,1720.282321135099,190028.0,2146.0,5.498244073748904,84000044,USA,17937.98336921975,11.7756804214223
South Carolina,US,07-24-2020,July,2020-07-25 04:47:52,33.8569,-80.945,78607,1385,29378.0,47844.0,45.0,1526.73075257239,629372.0,4827.0,1.761929599145114,84000045,USA,12223.86794061585,6.140674494637882
South Dakota,US,07-24-2020,July,2020-07-25 04:47:52,44.2998,-99.4388,8200,122,7261.0,817.0,46.0,926.9108210056078,103490.0,796.0,1.48780487804878,84000046,USA,11698.29278852078,9.707317073170731
Tennessee,US,07-24-2020,July,2020-07-25 04:47:52,35.7478,-86.6923,89078,938,52983.0,35157.0,47.0,1304.374438255637,1322613.0,4120.0,1.053009721816835,84000047,USA,19367.10061861068,4.625159972159231
Texas,US,07-24-2020,July,2020-07-25 04:47:52,31.0545,-97.5635,380364,4790,212216.0,163358.0,48.0,1311.786318891293,3231931.0,,1.259320019770536,84000048,USA,11146.17279606024,
Utah,US,07-24-2020,July,2020-07-25 04:47:52,40.15,-111.8624,36962,273,23715.0,12974.0,49.0,1152.915914681353,494071.0,2188.0,0.7385963962989016,84000049,USA,15411.02534718172,5.91959309561171
Vermont,US,07-24-2020,July,2020-07-25 04:47:52,44.0459,-72.7107,1385,56,1177.0,152.0,50.0,221.959040944632,87692.0,,4.043321299638989,84000050,USA,14053.452865355,
Virgin Islands,US,07-24-2020,July,2020-07-25 04:47:52,18.3358,-64.8963,352,7,182.0,163.0,78.0,328.1500540701794,7836.0,,1.988636363636364,850,VIR,7305.067680948652,
Virginia,US,07-24-2020,July,2020-07-25 04:47:52,37.7693,-78.17,82364,2067,10576.0,69721.0,51.0,964.9559681139484,990299.0,11826.0,2.509591569132145,84000051,USA,11602.09472909614,14.35821475401874
Washington,US,07-24-2020,July,2020-07-25 04:47:52,47.4009,-121.4905,50824,1495,,49329.0,53.0,667.4289448321862,870763.0,5276.0,2.941523689595467,84000053,USA,11434.99980892706,10.38092239886668
West Virginia,US,07-24-2020,July,2020-07-25 04:47:52,38.4912,-80.9545,5653,103,4013.0,1537.0,54.0,315.4317140279229,253173.0,,1.822041393950115,84000054,USA,14126.79875032572,
Wisconsin,US,07-24-2020,July,2020-07-25 04:47:52,44.2685,-89.6165,46917,878,36333.0,9706.0,55.0,805.7970257799402,846007.0,4327.0,1.871389901315088,84000055,USA,14530.12606068184,9.222669821173564
Wyoming,US,07-24-2020,July,2020-07-25 04:47:52,42.756,-107.3025,2405,25,1857.0,523.0,56.0,415.544293911628,48228.0,155.0,1.03950103950104,84000056,USA,8333.002164977133,6.444906444906445
Alabama,US,07-25-2020,July,2020-07-26 04:35:13,32.3182,-86.9023,78130,1456,32510.0,44164.0,1.0,1593.454050785357,641611.0,9157.0,1.863560732113145,84000001,USA,13085.59640315428,11.72020990656598
Alaska,US,07-25-2020,July,2020-07-26 04:35:13,61.3707,-152.4044,2339,20,815.0,1504.0,2.0,319.734261050243,205066.0,,0.8550662676357418,84000002,USA,28031.90507760972,
American Samoa,US,07-25-2020,July,2020-07-26 04:35:13,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16,ASM,1863.733577757409,
Arizona,US,07-25-2020,July,2020-07-26 04:35:13,33.7298,-111.4312,160041,3286,20566.0,136189.0,4.0,2198.752884608647,857609.0,7627.0,2.05322386138552,84000004,USA,11782.41989625369,4.765653801213438
Arkansas,US,07-25-2020,July,2020-07-26 04:35:13,34.9697,-92.3731,37981,399,29827.0,7755.0,5.0,1258.564174479191,461464.0,2361.0,1.050525262631316,84000005,USA,15291.38406602947,6.216266027750717
California,US,07-25-2020,July,2020-07-26 04:35:13,36.1162,-119.6816,446452,8408,,438044.0,6.0,1129.908585502769,7047355.0,,1.883293164774713,84000006,USA,17835.88587258176,
Colorado,US,07-25-2020,July,2020-07-26 04:35:13,39.0598,-105.3111,43771,1794,5133.0,36844.0,8.0,760.079989775534,479744.0,6227.0,4.098604098604098,84000008,USA,8330.717018456828,14.22631422631422
Connecticut,US,07-25-2020,July,2020-07-26 04:35:13,41.5978,-72.7554,48776,4413,8516.0,35847.0,9.0,1368.080606133532,713072.0,10712.0,9.04748236837789,84000009,USA,20000.4095041998,21.96162046908316
Delaware,US,07-25-2020,July,2020-07-26 04:35:13,39.3185,-75.5071,14175,579,7961.0,5635.0,10.0,1455.69152279197,166922.0,,4.084656084656085,84000010,USA,17141.93582839374,
Diamond Princess,US,07-25-2020,July,2020-07-26 04:35:13,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,07-25-2020,July,2020-07-26 04:35:13,38.8974,-77.0268,11717,581,9603.0,1533.0,11.0,1660.221976935143,169009.0,,4.958607152001366,84000011,USA,23947.46574206977,
Florida,US,07-25-2020,July,2020-07-26 04:35:13,27.7663,-81.6868,414511,5777,,408734.0,12.0,1929.956587139511,3336377.0,24086.0,1.393690396636036,84000012,USA,15534.11795665437,5.810702249156233
Georgia,US,07-25-2020,July,2020-07-26 04:35:13,33.0406,-83.6431,165188,3494,,161694.0,13.0,1555.820089300388,1407840.0,17029.0,2.11516575053878,84000013,USA,13259.71471608506,10.30886020776327
Grand Princess,US,07-25-2020,July,2020-07-26 04:35:13,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,07-25-2020,July,2020-07-26 04:35:13,13.4443,144.7937,337,5,244.0,88.0,66.0,205.201273831053,20032.0,,1.483679525222552,316,GUM,12197.60212873488,
Hawaii,US,07-25-2020,July,2020-07-26 04:35:13,21.0943,-157.4983,1620,26,1148.0,446.0,15.0,114.4171224517471,112790.0,156.0,1.604938271604938,84000015,USA,7966.115581069475,9.629629629629632
Idaho,US,07-25-2020,July,2020-07-26 04:35:13,44.2405,-114.4788,17265,144,5251.0,11870.0,16.0,966.1092349746652,163440.0,709.0,0.8340573414422241,84000016,USA,9145.722175746263,4.106573993628729
Illinois,US,07-25-2020,July,2020-07-26 04:35:13,40.3495,-88.9861,171122,7589,,163533.0,17.0,1350.413646152356,2471965.0,,4.434847652551981,84000017,USA,19507.57511489469,
Indiana,US,07-25-2020,July,2020-07-26 04:35:13,39.8494,-86.2583,61520,2895,43535.0,15090.0,18.0,913.8145981287894,690274.0,8180.0,4.705786736020807,84000018,USA,10253.29092829571,13.29648894668401
Iowa,US,07-25-2020,July,2020-07-26 04:35:13,42.0115,-93.2105,41886,826,29477.0,11583.0,19.0,1327.577518089931,446263.0,,1.972019290455045,84000019,USA,14144.3137553208,
Kansas,US,07-25-2020,July,2020-07-26 04:35:13,38.5266,-96.7265,25009,329,1077.0,23603.0,20.0,858.4381910085903,277967.0,1596.0,1.315526410492223,84000020,USA,9541.264690314878,6.381702587068657
Kentucky,US,07-25-2020,July,2020-07-26 04:35:13,37.6681,-84.6701,26764,696,7421.0,18647.0,21.0,599.0590627380294,541583.0,3266.0,2.600508145269765,84000021,USA,12122.26140991071,12.20295919892393
Louisiana,US,07-25-2020,July,2020-07-26 04:35:13,31.1695,-91.8678,103734,3715,61456.0,38563.0,22.0,2231.417438587298,1199726.0,,3.581275184606783,84000022,USA,25807.25237556235,
Maine,US,07-25-2020,July,2020-07-26 04:35:13,44.6939,-69.3819,3790,119,3281.0,390.0,23.0,281.9495734303815,153373.0,379.0,3.139841688654354,84000023,USA,11409.88177460103,10.0
Maryland,US,07-25-2020,July,2020-07-26 04:35:13,39.0639,-76.8021,83054,3433,5434.0,74187.0,24.0,1373.77433142343,825326.0,12188.0,4.133455342307414,84000024,USA,13651.49991398817,14.67478989573049
Massachusetts,US,07-25-2020,July,2020-07-26 04:35:13,42.2302,-71.5301,115268,8510,96452.0,10306.0,25.0,1672.367788595812,1110883.0,11813.0,7.382794878023389,84000025,USA,16117.26538240172,10.24829093937606
